paises;quantidade_kg;valor;categorias;ano
Antilhas Holandesas;180;1.660;Espumantes;2009
Argentina;-;-;Espumantes;2009
Aruba;-;-;Espumantes;2009
Australia;-;-;Espumantes;2009
Bahamas;-;-;Espumantes;2009
Bangladesh;-;-;Espumantes;2009
Barbados;-;-;Espumantes;2009
Belgica;-;-;Espumantes;2009
Benin;-;-;Espumantes;2009
Bermudas;-;-;Espumantes;2009
Bolívia;-;-;Espumantes;2009
Bósnia-Herzegovina;-;-;Espumantes;2009
Bulgaria;-;-;Espumantes;2009
Cabo Verde;-;-;Espumantes;2009
Camarões;-;-;Espumantes;2009
Canada;-;-;Espumantes;2009
Catar;-;-;Espumantes;2009
Cayman, Ilhas;-;-;Espumantes;2009
Chile;1.673;8.613;Espumantes;2009
China;-;-;Espumantes;2009
Chipre;-;-;Espumantes;2009
Cingapura;976;2.784;Espumantes;2009
Colombia;-;-;Espumantes;2009
Coreia do Sul, Republica da;-;-;Espumantes;2009
Costa Rica;-;-;Espumantes;2009
Cuba;-;-;Espumantes;2009
Curaçao;-;-;Espumantes;2009
Dinamarca;-;-;Espumantes;2009
Dominica;-;-;Espumantes;2009
El Salvador;-;-;Espumantes;2009
Emirados Arabes Unidos;-;-;Espumantes;2009
Equador;-;-;Espumantes;2009
Espanha;-;-;Espumantes;2009
Estados Unidos;35.695;200.975;Espumantes;2009
Estonia;-;-;Espumantes;2009
Falkland (Malvinas);-;-;Espumantes;2009
Filipinas;-;-;Espumantes;2009
Filânldia;-;-;Espumantes;2009
França;-;-;Espumantes;2009
Gana;-;-;Espumantes;2009
Gibraltar;-;-;Espumantes;2009
Granada;-;-;Espumantes;2009
Grêcia;-;-;Espumantes;2009
Guatemala;-;-;Espumantes;2009
Guiana;-;-;Espumantes;2009
Guiné Equatorial;-;-;Espumantes;2009
Guiné-Bissau;-;-;Espumantes;2009
Haiti;-;-;Espumantes;2009
Honduras;-;-;Espumantes;2009
Hong Kong;120;505;Espumantes;2009
Hungria;-;-;Espumantes;2009
Ilha de Man;-;-;Espumantes;2009
Índia;-;-;Espumantes;2009
Iraque;-;-;Espumantes;2009
Irlanda;-;-;Espumantes;2009
Islândia;-;-;Espumantes;2009
Italia;2.369;6.590;Espumantes;2009
Japão;2.900;8.650;Espumantes;2009
Jordânia;-;-;Espumantes;2009
Letonia;-;-;Espumantes;2009
Líbano;-;-;Espumantes;2009
Libéria;-;-;Espumantes;2009
Luxemburgo;993;3.963;Espumantes;2009
Maldivas;-;-;Espumantes;2009
Malta;-;-;Espumantes;2009
Marshall, Ilhas;-;-;Espumantes;2009
Montenegro;-;-;Espumantes;2009
Mexico;-;-;Espumantes;2009
Nicarágua;-;-;Espumantes;2009
Nigéria;-;-;Espumantes;2009
Noruega;-;-;Espumantes;2009
Nova Zelandia;-;-;Espumantes;2009
Paises Baixos (Holanda);2.250;11.276;Espumantes;2009
Panama;-;-;Espumantes;2009
Paraguai;20.099;18.376;Espumantes;2009
Peru;-;-;Espumantes;2009
Polonia;1.545;6.859;Espumantes;2009
Porto Rico;-;-;Espumantes;2009
Portugal;-;-;Espumantes;2009
Quenia;-;-;Espumantes;2009
Reino Unido;-;-;Espumantes;2009
Republica Dominicana;-;-;Espumantes;2009
Republica Tcheca;395;900;Espumantes;2009
Russia;-;-;Espumantes;2009
Serra Leoa;-;-;Espumantes;2009
Singapura;-;-;Espumantes;2009
Suecia;2.070;10.950;Espumantes;2009
Suiça;-;-;Espumantes;2009
Suriname;-;-;Espumantes;2009
Tailandia;-;-;Espumantes;2009
Taiwan (Formosa);-;-;Espumantes;2009
Trinidade e Tobago;-;-;Espumantes;2009
Turquia;-;-;Espumantes;2009
Uruguai;-;-;Espumantes;2009
Vanuatu;-;-;Espumantes;2009
Venezuela;-;-;Espumantes;2009
Vietnã;675;1.768;Espumantes;2009
Outros(1);-;-;Espumantes;2009
Total;89.981;346.551;Espumantes;2009
Africa do Sul;15.300;32.130;Uvas frescas;2009
Alemanha, República Democrática;759.594;1.475.757;Uvas frescas;2009
Angola;29.700;110.058;Uvas frescas;2009
Antígua e Barbuda;-;-;Uvas frescas;2009
Arabia Saudita;-;-;Uvas frescas;2009
Argélia;-;-;Uvas frescas;2009
Argentina;414.008;929.225;Uvas frescas;2009
Áustria;-;-;Uvas frescas;2009
Bahamas;-;-;Uvas frescas;2009
Bahrein;-;-;Uvas frescas;2009
Bangladesh;-;-;Uvas frescas;2009
Barbados;-;-;Uvas frescas;2009
Barein;-;-;Uvas frescas;2009
Bélgica;1.507.559;3.229.623;Uvas frescas;2009
Belize;-;-;Uvas frescas;2009
Bermudas;-;-;Uvas frescas;2009
Bolívia;-;-;Uvas frescas;2009
Bosnia;-;-;Uvas frescas;2009
Brasil;-;-;Uvas frescas;2009
Bulgária;-;-;Uvas frescas;2009
Burquina Faso;-;-;Uvas frescas;2009
Cabo Verde;-;-;Uvas frescas;2009
Camarões;-;-;Uvas frescas;2009
Camores;-;-;Uvas frescas;2009
Canadá;688.878;2.324.716;Uvas frescas;2009
Catar;-;-;Uvas frescas;2009
Cayman, Ilhas;-;-;Uvas frescas;2009
Chile;-;-;Uvas frescas;2009
China;-;-;Uvas frescas;2009
Chipre;-;-;Uvas frescas;2009
Cingapura;-;-;Uvas frescas;2009
Cocos (Keeling), Ilhas;-;-;Uvas frescas;2009
Colombia;-;-;Uvas frescas;2009
Congo;-;-;Uvas frescas;2009
Coreia do Norte;-;-;Uvas frescas;2009
Coreia do Sul;-;-;Uvas frescas;2009
Costa do Marfim;-;-;Uvas frescas;2009
Coveite;-;-;Uvas frescas;2009
Croácia;-;-;Uvas frescas;2009
Curaçao;-;-;Uvas frescas;2009
Dinamarca;251.800;692.757;Uvas frescas;2009
Djibuti;-;-;Uvas frescas;2009
Egito;-;-;Uvas frescas;2009
Emirados Arabes Unidos;16.728;33.861;Uvas frescas;2009
Eslovenia;-;-;Uvas frescas;2009
Espanha;-;-;Uvas frescas;2009
Estados Unidos;12.444.690;22.745.590;Uvas frescas;2009
Falkland (Ilhas Malvinas);-;-;Uvas frescas;2009
Faroé, Ilhas;-;-;Uvas frescas;2009
Filipinas;-;-;Uvas frescas;2009
Finlândia;58.825;161.700;Uvas frescas;2009
França;-;-;Uvas frescas;2009
Gabão;-;-;Uvas frescas;2009
Gana;-;-;Uvas frescas;2009
Georgia;-;-;Uvas frescas;2009
Gibraltar;-;-;Uvas frescas;2009
Grêcia;-;-;Uvas frescas;2009
Guadalupe;-;-;Uvas frescas;2009
Guiana;-;-;Uvas frescas;2009
Guiana Francesa;-;-;Uvas frescas;2009
Guine Equatorial;30;97;Uvas frescas;2009
Honduras;-;-;Uvas frescas;2009
Hong Kong;-;-;Uvas frescas;2009
Ilha de Man;-;-;Uvas frescas;2009
Ilhas Virgens;-;-;Uvas frescas;2009
Índia;-;-;Uvas frescas;2009
Indonésia;-;-;Uvas frescas;2009
Irã;-;-;Uvas frescas;2009
Irlanda;628.605;2.110.422;Uvas frescas;2009
Islandia;-;-;Uvas frescas;2009
Itália;103.500;399.731;Uvas frescas;2009
Japão;-;-;Uvas frescas;2009
Jérsei;-;-;Uvas frescas;2009
Jordânia;-;-;Uvas frescas;2009
Letonia;-;-;Uvas frescas;2009
Líbano;-;-;Uvas frescas;2009
Libéria;-;-;Uvas frescas;2009
Líbia;-;-;Uvas frescas;2009
Lituania;45.900;147.364;Uvas frescas;2009
Luxemburgo;-;-;Uvas frescas;2009
Malasia;-;-;Uvas frescas;2009
Malta;-;-;Uvas frescas;2009
Marrocos;-;-;Uvas frescas;2009
Marshall, Ilhas;-;-;Uvas frescas;2009
Martinica;-;-;Uvas frescas;2009
Mauricio;-;-;Uvas frescas;2009
Mauritânia;-;-;Uvas frescas;2009
Mexico;-;-;Uvas frescas;2009
Mônaco;-;-;Uvas frescas;2009
Mongólia;-;-;Uvas frescas;2009
Montenegro;-;-;Uvas frescas;2009
Nigéria;-;-;Uvas frescas;2009
Noruega;1.406.774;4.007.602;Uvas frescas;2009
Omã;-;-;Uvas frescas;2009
Países Baixos;22.662.669;44.184.938;Uvas frescas;2009
Panamá;-;-;Uvas frescas;2009
Paquistão;-;-;Uvas frescas;2009
Paraguai;-;-;Uvas frescas;2009
Polonia;-;-;Uvas frescas;2009
Porto Rico;-;-;Uvas frescas;2009
Portugal;-;-;Uvas frescas;2009
Reino Unido;13.299.002;27.473.174;Uvas frescas;2009
Republica Dominicana;-;-;Uvas frescas;2009
Romênia;-;-;Uvas frescas;2009
Russia,  Federação da;31.488;70.848;Uvas frescas;2009
Samoa Americana;-;-;Uvas frescas;2009
São Tomé e Principe;-;-;Uvas frescas;2009
São Vicente e Granadinas;-;-;Uvas frescas;2009
Serra Leoa;-;-;Uvas frescas;2009
Senegal;-;-;Uvas frescas;2009
Singapura;-;-;Uvas frescas;2009
Sri Lanka;-;-;Uvas frescas;2009
Suécia;161.000;380.804;Uvas frescas;2009
Suíça;-;-;Uvas frescas;2009
Suriname;-;-;Uvas frescas;2009
Tailândia;-;-;Uvas frescas;2009
Taiwan;-;-;Uvas frescas;2009
Togo;-;-;Uvas frescas;2009
Trindade e Tobago;-;-;Uvas frescas;2009
Turcas e Caicos, ilhas;-;-;Uvas frescas;2009
Turquia;-;-;Uvas frescas;2009
Tuvalu;-;-;Uvas frescas;2009
Uruguai;33.634;64.060;Uvas frescas;2009
Vanuatu;-;-;Uvas frescas;2009
Venezuela;-;-;Uvas frescas;2009
Vietnã;-;-;Uvas frescas;2009
Provisão de Navios e Aeronaves;-;-;Uvas frescas;2009
Total;54.559.684;110.574.457;Uvas frescas;2009
África do Sul;-;-;Suco de uva;2009
Alemanha, República Democrática da;-;-;Suco de uva;2009
Angola;237.494;191.270;Suco de uva;2009
Antígua e Barbuda;-;-;Suco de uva;2009
Antilhas Holandesas;-;-;Suco de uva;2009
Arábia Saudita;48.760;124.520;Suco de uva;2009
Argélia;-;-;Suco de uva;2009
Argentina;1.260;6.979;Suco de uva;2009
Aruba;5.008;3.270;Suco de uva;2009
Austrália;-;-;Suco de uva;2009
Áustria;-;-;Suco de uva;2009
Bahamas;-;-;Suco de uva;2009
Bangladesh;-;-;Suco de uva;2009
Barbados;2.806;2.314;Suco de uva;2009
Barein;-;-;Suco de uva;2009
Bélgica;-;-;Suco de uva;2009
Belize;-;-;Suco de uva;2009
Benin;-;-;Suco de uva;2009
Bermudas;-;-;Suco de uva;2009
Birmânia;-;-;Suco de uva;2009
Bolívia;-;-;Suco de uva;2009
Cabo Verde;-;-;Suco de uva;2009
Camarões;-;-;Suco de uva;2009
Canadá;-;-;Suco de uva;2009
Catar;-;-;Suco de uva;2009
Cayman, Ilhas;-;-;Suco de uva;2009
Chile;-;-;Suco de uva;2009
China;-;-;Suco de uva;2009
Chipre;-;-;Suco de uva;2009
Cingapura;-;-;Suco de uva;2009
Colômbia;-;-;Suco de uva;2009
Congo;-;-;Suco de uva;2009
Coreia do Sul;-;-;Suco de uva;2009
Costa do Marfim;-;-;Suco de uva;2009
Costa Rica;-;-;Suco de uva;2009
Coveite;-;-;Suco de uva;2009
Cuba;-;-;Suco de uva;2009
Curaçao;-;-;Suco de uva;2009
Dinamarca;74.200;184.388;Suco de uva;2009
Dominica, Ilha de;-;-;Suco de uva;2009
El Salvador;-;-;Suco de uva;2009
Emirados Árabes Unidos;-;-;Suco de uva;2009
Equador;-;-;Suco de uva;2009
Espanha;-;-;Suco de uva;2009
Estados Unidos;985.916;2.002.894;Suco de uva;2009
Falkland (Malvinas);-;-;Suco de uva;2009
Filipinas;-;-;Suco de uva;2009
Finlândia;-;-;Suco de uva;2009
França;-;-;Suco de uva;2009
Gana;-;-;Suco de uva;2009
Gibraltar;-;-;Suco de uva;2009
Granada;-;-;Suco de uva;2009
Grêcia;-;-;Suco de uva;2009
Guatemala;1.800;2.850;Suco de uva;2009
Guiana;-;-;Suco de uva;2009
Guiana Francesa;-;-;Suco de uva;2009
Guiné Bissau;-;-;Suco de uva;2009
Guine Equatorial;-;-;Suco de uva;2009
Haiti;-;-;Suco de uva;2009
Hong Kong;-;-;Suco de uva;2009
Hungria;-;-;Suco de uva;2009
Ilha de Man;-;-;Suco de uva;2009
India;-;-;Suco de uva;2009
Indonêsia;-;-;Suco de uva;2009
Irã;-;-;Suco de uva;2009
Iraque;-;-;Suco de uva;2009
Irlanda;-;-;Suco de uva;2009
Israel;18.550;46.097;Suco de uva;2009
Itália;37.500;88.201;Suco de uva;2009
Iugoslâvia;-;-;Suco de uva;2009
Jamaica;-;-;Suco de uva;2009
Japão;4.003.555;8.938.827;Suco de uva;2009
Líbano;-;-;Suco de uva;2009
Libêria;-;-;Suco de uva;2009
Líbia;-;-;Suco de uva;2009
Luxemburgo;-;-;Suco de uva;2009
Malásia;18.550;44.520;Suco de uva;2009
Malta;-;-;Suco de uva;2009
Marshall, Ilhas;-;-;Suco de uva;2009
Mauritânia;-;-;Suco de uva;2009
México;18.550;48.230;Suco de uva;2009
Moçambique;-;-;Suco de uva;2009
Mônaco;-;-;Suco de uva;2009
Montenegro;-;-;Suco de uva;2009
Namíbia;-;-;Suco de uva;2009
Nigéria;-;-;Suco de uva;2009
Noruega;-;-;Suco de uva;2009
Nova Caledônia;-;-;Suco de uva;2009
Nova Zelândia;-;-;Suco de uva;2009
Países Baixos;-;-;Suco de uva;2009
Panamá;-;-;Suco de uva;2009
Paquistão;-;-;Suco de uva;2009
Paraguai;11.683;23.404;Suco de uva;2009
Peru;7.950;19.478;Suco de uva;2009
Polônia;-;-;Suco de uva;2009
Porto Rico;351.740;803.785;Suco de uva;2009
Portugal;-;-;Suco de uva;2009
Quênia;-;-;Suco de uva;2009
Reino Unido;30;110;Suco de uva;2009
República Centro Africana;-;-;Suco de uva;2009
República Dominicana;21.465;60.138;Suco de uva;2009
República Federativa da Rússia;-;-;Suco de uva;2009
Rússia;-;-;Suco de uva;2009
São Tomé e Príncipe;-;-;Suco de uva;2009
Senegal;-;-;Suco de uva;2009
Serra Leoa;-;-;Suco de uva;2009
Singapura;-;-;Suco de uva;2009
Sri Lanka;-;-;Suco de uva;2009
Suécia;-;-;Suco de uva;2009
Suíça;297;467;Suco de uva;2009
Suriname;-;-;Suco de uva;2009
Tailândia;4.500;12.789;Suco de uva;2009
Taiwan (Formosa);-;-;Suco de uva;2009
Tanzânia;-;-;Suco de uva;2009
Tcheca, República;-;-;Suco de uva;2009
Togo;-;-;Suco de uva;2009
Trinidade e Tobago;-;-;Suco de uva;2009
Turquia;-;-;Suco de uva;2009
Uruguai;320;832;Suco de uva;2009
Vanuatu;-;-;Suco de uva;2009
Venezuela;7.688;15.969;Suco de uva;2009
Total;5.859.622;12.621.332;Suco de uva;2009
Afeganistão;-;-;Vinhos de mesa;2010
África do Sul;-;-;Vinhos de mesa;2010
Alemanha, República Democrática;27.715;138.666;Vinhos de mesa;2010
Angola;33.557;189.891;Vinhos de mesa;2010
Anguilla;-;-;Vinhos de mesa;2010
Antígua e Barbuda;-;-;Vinhos de mesa;2010
Antilhas Holandesas;9.810;12.808;Vinhos de mesa;2010
Argentina;-;-;Vinhos de mesa;2010
Aruba;-;-;Vinhos de mesa;2010
Austrália;1.823;17.960;Vinhos de mesa;2010
Áustria;-;-;Vinhos de mesa;2010
Bahamas;3.175;12.759;Vinhos de mesa;2010
Bangladesh;-;-;Vinhos de mesa;2010
Barbados;-;-;Vinhos de mesa;2010
Barein;-;-;Vinhos de mesa;2010
Bélgica;42.532;185.411;Vinhos de mesa;2010
Belice;-;-;Vinhos de mesa;2010
Benin;-;-;Vinhos de mesa;2010
Bolívia;54;282;Vinhos de mesa;2010
Bósnia-Herzegovina;-;-;Vinhos de mesa;2010
Brasil;-;-;Vinhos de mesa;2010
Bulgária;-;-;Vinhos de mesa;2010
Cabo Verde;11.991;49.366;Vinhos de mesa;2010
Camarões;-;-;Vinhos de mesa;2010
Canadá;-;-;Vinhos de mesa;2010
Catar;-;-;Vinhos de mesa;2010
Cayman, Ilhas;-;-;Vinhos de mesa;2010
Chile;-;-;Vinhos de mesa;2010
China;795;2.358;Vinhos de mesa;2010
Chipre;-;-;Vinhos de mesa;2010
Cingapura;1.533;5.504;Vinhos de mesa;2010
Cocos (Keeling), Ilhas;-;-;Vinhos de mesa;2010
Colômbia;-;-;Vinhos de mesa;2010
Comores;-;-;Vinhos de mesa;2010
Congo;-;-;Vinhos de mesa;2010
Coreia, Republica Sul;-;-;Vinhos de mesa;2010
Costa do Marfim;-;-;Vinhos de mesa;2010
Costa Rica;-;-;Vinhos de mesa;2010
Croácia;-;-;Vinhos de mesa;2010
Cuba;-;-;Vinhos de mesa;2010
Curaçao;-;-;Vinhos de mesa;2010
Dinamarca;7.034;69.161;Vinhos de mesa;2010
Dominica;-;-;Vinhos de mesa;2010
El Salvador;-;-;Vinhos de mesa;2010
Emirados Arabes Unidos;1.035;3.206;Vinhos de mesa;2010
Equador;-;-;Vinhos de mesa;2010
Eslovaca, Republica;-;-;Vinhos de mesa;2010
Espanha;-;-;Vinhos de mesa;2010
Estados Unidos;228.968;478.630;Vinhos de mesa;2010
Estônia;15.848;40.778;Vinhos de mesa;2010
Filipinas;-;-;Vinhos de mesa;2010
Finlândia;-;-;Vinhos de mesa;2010
França;3.614;18.904;Vinhos de mesa;2010
Gana;-;-;Vinhos de mesa;2010
Gibraltar;-;-;Vinhos de mesa;2010
Granada;-;-;Vinhos de mesa;2010
Grécia;-;-;Vinhos de mesa;2010
Guatemala;-;-;Vinhos de mesa;2010
Guiana;783;3.654;Vinhos de mesa;2010
Guiana Francesa;-;-;Vinhos de mesa;2010
Guine Bissau;-;-;Vinhos de mesa;2010
Guine Equatorial;410;1.015;Vinhos de mesa;2010
Haiti;2.700;3.750;Vinhos de mesa;2010
Honduras;-;-;Vinhos de mesa;2010
Hong Kong;-;-;Vinhos de mesa;2010
Hungria;540;4.103;Vinhos de mesa;2010
Ilha de Man;-;-;Vinhos de mesa;2010
Ilhas Virgens;-;-;Vinhos de mesa;2010
India;-;-;Vinhos de mesa;2010
Indonésia;-;-;Vinhos de mesa;2010
Irã;-;-;Vinhos de mesa;2010
Iraque;-;-;Vinhos de mesa;2010
Irlanda;3.969;42.795;Vinhos de mesa;2010
Itália;1.458;4.828;Vinhos de mesa;2010
Jamaica;-;-;Vinhos de mesa;2010
Japão;112.178;74.628;Vinhos de mesa;2010
Jordânia;-;-;Vinhos de mesa;2010
Letônia;-;-;Vinhos de mesa;2010
Líbano;-;-;Vinhos de mesa;2010
Libéria;-;-;Vinhos de mesa;2010
Luxemburgo;7.344;32.549;Vinhos de mesa;2010
Malásia;-;-;Vinhos de mesa;2010
Malta;-;-;Vinhos de mesa;2010
Marshall, Ilhas;-;-;Vinhos de mesa;2010
Mauritânia;-;-;Vinhos de mesa;2010
México;-;-;Vinhos de mesa;2010
Moçambique;-;-;Vinhos de mesa;2010
Montenegro;-;-;Vinhos de mesa;2010
Namibia;-;-;Vinhos de mesa;2010
Nicaragua;-;-;Vinhos de mesa;2010
Nigéria;-;-;Vinhos de mesa;2010
Noruega;-;-;Vinhos de mesa;2010
Nova Caledônia;-;-;Vinhos de mesa;2010
Nova Zelândia;-;-;Vinhos de mesa;2010
Omã;-;-;Vinhos de mesa;2010
Países Baixos;87.368;302.182;Vinhos de mesa;2010
Panamá;-;-;Vinhos de mesa;2010
Paraguai;510.989;449.197;Vinhos de mesa;2010
Peru;-;-;Vinhos de mesa;2010
Polônia;20.464;95.198;Vinhos de mesa;2010
Porto Rico;-;-;Vinhos de mesa;2010
Portugal;4.577;18.970;Vinhos de mesa;2010
Quênia;-;-;Vinhos de mesa;2010
Reino Unido;123.624;295.690;Vinhos de mesa;2010
República Dominicana;-;-;Vinhos de mesa;2010
Rússia;-;-;Vinhos de mesa;2010
São Tomé e Príncipe;-;-;Vinhos de mesa;2010
São Vicente e Granadinas;-;-;Vinhos de mesa;2010
Senegal;-;-;Vinhos de mesa;2010
Serra Leoa;-;-;Vinhos de mesa;2010
Singapura;-;-;Vinhos de mesa;2010
Suazilândia;-;-;Vinhos de mesa;2010
Suécia;-;-;Vinhos de mesa;2010
Suíça;2.025;21.600;Vinhos de mesa;2010
Suriname;1.836;1.269;Vinhos de mesa;2010
Tailândia;-;-;Vinhos de mesa;2010
Taiwan (FORMOSA);-;-;Vinhos de mesa;2010
Tanzânia;-;-;Vinhos de mesa;2010
Tcheca, República;1.091;5.285;Vinhos de mesa;2010
Togo;-;-;Vinhos de mesa;2010
Trinidade Tobago;-;-;Vinhos de mesa;2010
Tunísia;-;-;Vinhos de mesa;2010
Turquia;-;-;Vinhos de mesa;2010
Tuvalu;-;-;Vinhos de mesa;2010
Uruguai;914;2.929;Vinhos de mesa;2010
Vanuatu;-;-;Vinhos de mesa;2010
Venezuela;-;-;Vinhos de mesa;2010
Vietnã;8.820;9.977;Vinhos de mesa;2010
Total;1.280.574;2.595.303;Vinhos de mesa;2010
Alemanha;1.958;6.877;Espumantes;2010
Angola;104.138;672.533;Espumantes;2010
Antigua e Barbuda;-;-;Espumantes;2010
Antilhas Holandesas;-;-;Espumantes;2010
Argentina;-;-;Espumantes;2010
Aruba;-;-;Espumantes;2010
Australia;-;-;Espumantes;2010
Bahamas;146;795;Espumantes;2010
Bangladesh;-;-;Espumantes;2010
Barbados;-;-;Espumantes;2010
Belgica;12.897;49.742;Espumantes;2010
Benin;-;-;Espumantes;2010
Bermudas;-;-;Espumantes;2010
Bolívia;11.960;5.553;Espumantes;2010
Bósnia-Herzegovina;-;-;Espumantes;2010
Bulgaria;-;-;Espumantes;2010
Cabo Verde;-;-;Espumantes;2010
Camarões;-;-;Espumantes;2010
Canada;-;-;Espumantes;2010
Catar;-;-;Espumantes;2010
Cayman, Ilhas;-;-;Espumantes;2010
Chile;-;-;Espumantes;2010
China;416;1.566;Espumantes;2010
Chipre;-;-;Espumantes;2010
Cingapura;247;738;Espumantes;2010
Colombia;-;-;Espumantes;2010
Coreia do Sul, Republica da;-;-;Espumantes;2010
Costa Rica;12;30;Espumantes;2010
Cuba;-;-;Espumantes;2010
Curaçao;-;-;Espumantes;2010
Dinamarca;-;-;Espumantes;2010
Dominica;-;-;Espumantes;2010
El Salvador;-;-;Espumantes;2010
Emirados Arabes Unidos;198;804;Espumantes;2010
Equador;-;-;Espumantes;2010
Espanha;-;-;Espumantes;2010
Estados Unidos;123.001;172.488;Espumantes;2010
Estonia;495;1.860;Espumantes;2010
Falkland (Malvinas);-;-;Espumantes;2010
Filipinas;-;-;Espumantes;2010
Filânldia;-;-;Espumantes;2010
França;990;3.951;Espumantes;2010
Gana;-;-;Espumantes;2010
Gibraltar;-;-;Espumantes;2010
Granada;-;-;Espumantes;2010
Grêcia;-;-;Espumantes;2010
Guatemala;4;10;Espumantes;2010
Guiana;-;-;Espumantes;2010
Guiné Equatorial;-;-;Espumantes;2010
Guiné-Bissau;-;-;Espumantes;2010
Haiti;-;-;Espumantes;2010
Honduras;-;-;Espumantes;2010
Hong Kong;-;-;Espumantes;2010
Hungria;-;-;Espumantes;2010
Ilha de Man;-;-;Espumantes;2010
Índia;-;-;Espumantes;2010
Iraque;-;-;Espumantes;2010
Irlanda;360;3.012;Espumantes;2010
Islândia;-;-;Espumantes;2010
Italia;99;390;Espumantes;2010
Japão;4.737;15.240;Espumantes;2010
Jordânia;-;-;Espumantes;2010
Letonia;-;-;Espumantes;2010
Líbano;-;-;Espumantes;2010
Libéria;-;-;Espumantes;2010
Luxemburgo;846;4.975;Espumantes;2010
Maldivas;-;-;Espumantes;2010
Malta;-;-;Espumantes;2010
Marshall, Ilhas;-;-;Espumantes;2010
Montenegro;-;-;Espumantes;2010
Mexico;95.328;24.000;Espumantes;2010
Nicarágua;20;40;Espumantes;2010
Nigéria;-;-;Espumantes;2010
Noruega;-;-;Espumantes;2010
Nova Zelandia;-;-;Espumantes;2010
Paises Baixos (Holanda);2.896;11.444;Espumantes;2010
Panama;27;30;Espumantes;2010
Paraguai;6.728;24.228;Espumantes;2010
Peru;-;-;Espumantes;2010
Polonia;90;599;Espumantes;2010
Porto Rico;-;-;Espumantes;2010
Portugal;5.387;17.475;Espumantes;2010
Quenia;-;-;Espumantes;2010
Reino Unido;13.501;55.256;Espumantes;2010
Republica Dominicana;-;-;Espumantes;2010
Republica Tcheca;-;-;Espumantes;2010
Russia;-;-;Espumantes;2010
Serra Leoa;-;-;Espumantes;2010
Singapura;-;-;Espumantes;2010
Suecia;-;-;Espumantes;2010
Suiça;-;-;Espumantes;2010
Suriname;-;-;Espumantes;2010
Tailandia;-;-;Espumantes;2010
Taiwan (Formosa);-;-;Espumantes;2010
Trinidade e Tobago;18;20;Espumantes;2010
Turquia;-;-;Espumantes;2010
Uruguai;472;21.325;Espumantes;2010
Vanuatu;-;-;Espumantes;2010
Venezuela;-;-;Espumantes;2010
Vietnã;189;651;Espumantes;2010
Outros(1);-;-;Espumantes;2010
Total;387.160;1.095.632;Espumantes;2010
Africa do Sul;-;-;Uvas frescas;2010
Alemanha, República Democrática;713.942;1.437.429;Uvas frescas;2010
Angola;-;-;Uvas frescas;2010
Antígua e Barbuda;-;-;Uvas frescas;2010
Arabia Saudita;-;-;Uvas frescas;2010
Argélia;-;-;Uvas frescas;2010
Argentina;446.280;1.005.124;Uvas frescas;2010
Áustria;-;-;Uvas frescas;2010
Bahamas;-;-;Uvas frescas;2010
Bahrein;-;-;Uvas frescas;2010
Bangladesh;-;-;Uvas frescas;2010
Barbados;-;-;Uvas frescas;2010
Barein;-;-;Uvas frescas;2010
Bélgica;1.777.534;4.258.476;Uvas frescas;2010
Belize;-;-;Uvas frescas;2010
Bermudas;-;-;Uvas frescas;2010
Bolívia;-;-;Uvas frescas;2010
Bosnia;-;-;Uvas frescas;2010
Brasil;-;-;Uvas frescas;2010
Bulgária;-;-;Uvas frescas;2010
Burquina Faso;-;-;Uvas frescas;2010
Cabo Verde;-;-;Uvas frescas;2010
Camarões;-;-;Uvas frescas;2010
Camores;-;-;Uvas frescas;2010
Canadá;716.985;1.912.515;Uvas frescas;2010
Catar;-;-;Uvas frescas;2010
Cayman, Ilhas;-;-;Uvas frescas;2010
Chile;-;-;Uvas frescas;2010
China;-;-;Uvas frescas;2010
Chipre;-;-;Uvas frescas;2010
Cingapura;-;-;Uvas frescas;2010
Cocos (Keeling), Ilhas;-;-;Uvas frescas;2010
Colombia;-;-;Uvas frescas;2010
Congo;-;-;Uvas frescas;2010
Coreia do Norte;-;-;Uvas frescas;2010
Coreia do Sul;-;-;Uvas frescas;2010
Costa do Marfim;-;-;Uvas frescas;2010
Coveite;-;-;Uvas frescas;2010
Croácia;-;-;Uvas frescas;2010
Curaçao;-;-;Uvas frescas;2010
Dinamarca;364.955;928.499;Uvas frescas;2010
Djibuti;-;-;Uvas frescas;2010
Egito;-;-;Uvas frescas;2010
Emirados Arabes Unidos;80.784;154.936;Uvas frescas;2010
Eslovenia;-;-;Uvas frescas;2010
Espanha;127.930;252.454;Uvas frescas;2010
Estados Unidos;13.128.195;28.928.695;Uvas frescas;2010
Falkland (Ilhas Malvinas);14;63;Uvas frescas;2010
Faroé, Ilhas;-;-;Uvas frescas;2010
Filipinas;15.909;22.258;Uvas frescas;2010
Finlândia;36.500;120.256;Uvas frescas;2010
França;-;-;Uvas frescas;2010
Gabão;-;-;Uvas frescas;2010
Gana;-;-;Uvas frescas;2010
Georgia;-;-;Uvas frescas;2010
Gibraltar;-;-;Uvas frescas;2010
Grêcia;-;-;Uvas frescas;2010
Guadalupe;-;-;Uvas frescas;2010
Guiana;-;-;Uvas frescas;2010
Guiana Francesa;-;-;Uvas frescas;2010
Guine Equatorial;143;496;Uvas frescas;2010
Honduras;-;-;Uvas frescas;2010
Hong Kong;-;-;Uvas frescas;2010
